forward bid,hydrogen production
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
10.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
10.0,0.0
9.204034437899296,0.0
0.0,0.0
9.98663002414228,0.0
-10.0,10.0
-10.0,10.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
5.935964568045614,0.0
3.200052633035498,0.0
7.637877240348527,0.0
5.27085241901915,0.0
4.625440379388869,0.0
-3.516450549937863,0.0
-5.003703655948039,10.0
-3.769755906570868,10.0
8.849004676118394,0.0
7.364265153833205,0.0
8.176282528033562,0.0
5.397426597794727,4.470911737240012
5.164764382542914,0.0
4.679593989250947,0.0
8.322474426416505,0.0
3.873556169780086,0.0
7.9947428406858485,0.0
10.0,0.0
4.470911737240012,5.529088262759988
-10.0,0.0
10.0,0.0
10.0,0.0
10.0,0.0
10.0,0.0
0.0,10.0
0.0,10.0
10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
10.0,0.0
10.0,0.0
10.0,0.0
10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,10.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,10.0
-10.0,0.0
-10.0,0.0
-10.0,10.0
-10.0,10.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,10.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,10.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
3.160276187556492,0.0
2.902585946525999,0.0
5.671750800508429,0.0
9.52756890722386,0.0
10.0,0.0
9.784660353841122,0.0
9.372723048409275,0.0
10.0,0.0
10.0,0.0
0.0,10.0
0.0,10.0
-10.0,10.0
