forward bid,hydrogen production
-10.0,0.0
3.1480294791034957,6.851970520896504
4.996614142450568,5.003385857549432
-10.0,0.0
10.0,0.0
-1.384153036994011,0.0
-2.719497855797906,0.0
-0.3448559201704722,10.0
8.448744608912005,1.5512553910879952
10.0,0.0
-2.220891426325549,0.0
9.180977209208825,0.8190227907911751
-10.0,0.0
10.0,0.0
-10.0,0.0
-10.0,0.0
0.0,10.0
0.0,10.0
2.3702781818791703,7.62972181812083
-10.0,10.0
-10.0,0.0
-10.0,0.0
10.0,0.0
0.6258165826566418,0.0
10.0,0.0
3.1919323925310996,0.0
2.2881791509787948,0.0
10.0,0.0
0.0,10.0
10.0,0.0
10.0,0.0
3.4217269243673627,6.578273075632637
4.3065984161526085,0.0
2.6612065956683235,7.3387934043316765
2.573349572027044,0.0
1.6504070985793253,0.0
5.490491411415773,0.0
10.0,0.0
10.0,0.0
9.967753518977814,0.0
2.7929334917883204,5.9333366573637605
-10.0,0.0
10.0,0.0
10.0,0.0
9.850403137328076,0.14959686267192396
7.49685292831523,0.0
0.0,10.0
-0.2119151371278658,10.0
10.0,0.0
0.0,10.0
-10.0,10.0
0.0,10.0
-10.0,0.0
-10.0,0.0
10.0,0.0
10.0,0.0
10.0,0.0
10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,10.0
-10.0,0.0
10.0,0.0
10.0,0.0
-10.0,0.0
10.0,0.0
10.0,0.0
-10.0,10.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
7.555515915279689,2.444484084720311
-10.0,0.0
0.0,10.0
-3.0611268681416064,10.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-3.6640024866801806,10.0
-10.0,0.0
-10.0,0.0
5.548051537755394,4.451948462244606
-10.0,0.0
-10.0,0.0
-0.8714579084811529,10.0
-10.0,0.0
0.6590158905170593,9.34098410948294
7.4124800488247615,2.5875199511752385
7.5807748392756915,2.4192251607243085
-10.0,0.0
7.075629896854833,2.9243701031451668
10.0,0.0
-10.0,0.0
10.0,0.0
2.4142437787656856,7.585756221234314
1.67734674076077,8.32265325923923
0.0,10.0
-10.0,0.0
-10.0,0.0
-10.0,3.4861546094739015
