forward bid,hydrogen production
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
10.0,0.0
0.0,10.0
-0.09040655671840803,10.0
0.0,10.0
8.775820083358415,0.0
10.0,0.0
-0.41662107551656824,10.0
10.0,0.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
5.36454762842556,0.0
2.8605867528504074,0.0
6.643625846619283,0.0
4.722479495067927,0.0
4.990332796810884,0.0
-3.9762873255408158,10.0
-4.713906911314012,10.0
-3.775849066980836,10.0
6.902660796240523,0.0
6.342893430611589,0.0
6.560981855019392,0.0
3.4891390386053587,6.510860961394641
5.354811792273665,4.645188207726335
5.083475002115751,4.916524997884249
8.54601263176191,0.0
4.403856029658912,5.596143970341088
6.868221271654211,3.1317787283457887
10.0,0.0
4.2601544969052245,5.7398455030947755
-10.0,10.0
8.886145331274202,1.1138546687257982
10.0,0.0
10.0,0.0
10.0,0.0
0.0,10.0
0.0,10.0
10.0,0.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
10.0,0.0
10.0,0.0
10.0,0.0
10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
10.0,0.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,0.0
-10.0,0.0
-10.0,10.0
-10.0,10.0
-10.0,0.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,0.0
-10.0,10.0
-10.0,0.0
-10.0,10.0
-10.0,0.0
-10.0,0.0
-10.0,10.0
-10.0,10.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,10.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,0.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
-10.0,10.0
3.077591221517187,6.922408778482813
3.968961505169701,6.031038494830299
5.641702772938942,4.358297227061058
8.38430876905915,1.6156912309408504
10.0,0.0
